obstacle_count,simulation_number,start_position,result,termination_reason,trajectory_length
9,11,2,target reached,goal_reached,65
9,11,3,target reached,goal_reached,65
9,11,4,target reached,goal_reached,66
9,11,5,target not reached,collision,49
9,11,6,target not reached,collision,48
9,11,7,target not reached,collision,32
9,11,8,target reached,goal_reached,65
9,11,9,target reached,goal_reached,67
9,11,10,target reached,goal_reached,65
9,11,11,target reached,goal_reached,71
9,11,12,target reached,goal_reached,66
9,12,1,target not reached,collision,32
9,12,2,target reached,goal_reached,65
9,12,3,target reached,goal_reached,65
9,12,4,target not reached,collision,38
9,12,5,target reached,goal_reached,66
9,12,6,target reached,goal_reached,65
9,12,7,target reached,goal_reached,66
9,12,8,target reached,goal_reached,67
9,12,9,target reached,goal_reached,68
9,12,10,target reached,goal_reached,65
9,12,11,target reached,goal_reached,66
9,12,12,target reached,goal_reached,72
9,13,1,target reached,goal_reached,71
9,13,2,target reached,goal_reached,67
9,13,3,target reached,goal_reached,65
9,13,4,target reached,goal_reached,65
9,13,5,target reached,goal_reached,65
9,13,6,target reached,goal_reached,66
9,13,7,target reached,goal_reached,68
9,13,8,target reached,goal_reached,66
9,13,9,target reached,goal_reached,65
9,13,10,target reached,goal_reached,65
9,13,11,target reached,goal_reached,74
9,13,12,target reached,goal_reached,66
9,14,1,target not reached,collision,47
9,14,2,target reached,goal_reached,66
9,14,3,target reached,goal_reached,68
9,14,4,target reached,goal_reached,66
9,14,5,target reached,goal_reached,66
9,14,6,target reached,goal_reached,65
9,14,7,target reached,goal_reached,67
9,14,8,target not reached,collision,38
9,14,9,target reached,goal_reached,67
9,14,10,target not reached,collision,15
9,14,11,target reached,goal_reached,66
9,14,12,target not reached,collision,52
9,15,1,target reached,goal_reached,65
9,15,2,target reached,goal_reached,67
9,15,3,target reached,goal_reached,65
9,15,4,target not reached,collision,24
9,15,5,target reached,goal_reached,67
9,15,6,target reached,goal_reached,65
9,15,7,target reached,goal_reached,67
9,15,8,target reached,goal_reached,67
9,15,9,target reached,goal_reached,65
9,15,10,target reached,goal_reached,66
9,15,11,target reached,goal_reached,68
9,15,12,target not reached,collision,41
9,16,1,target reached,goal_reached,65
9,16,2,target reached,goal_reached,65
9,16,3,target reached,goal_reached,66
9,16,4,target reached,goal_reached,65
9,16,5,target reached,goal_reached,66
9,16,6,target reached,goal_reached,69
9,16,7,target reached,goal_reached,66
9,16,8,target reached,goal_reached,69
9,16,9,target reached,goal_reached,69
9,16,10,target reached,goal_reached,66
9,16,11,target reached,goal_reached,66
9,16,12,target reached,goal_reached,65
9,17,1,target reached,goal_reached,67
9,17,2,target reached,goal_reached,65
9,17,3,target reached,goal_reached,69
9,17,4,target not reached,collision,31
9,17,5,target reached,goal_reached,66
9,17,6,target reached,goal_reached,66
9,17,7,target reached,goal_reached,66
9,17,8,target reached,goal_reached,70
9,17,9,target reached,goal_reached,65
9,17,10,target reached,goal_reached,65
9,17,11,target reached,goal_reached,68
9,17,12,target reached,goal_reached,65
9,18,1,target reached,goal_reached,65
9,18,2,target reached,goal_reached,66
9,18,3,target reached,goal_reached,66
9,18,4,target reached,goal_reached,65
9,18,5,target reached,goal_reached,66
9,18,6,target reached,goal_reached,66
9,18,7,target reached,goal_reached,66
9,18,8,target reached,goal_reached,70
9,18,9,target reached,goal_reached,66
9,18,10,target reached,goal_reached,66
9,18,11,target reached,goal_reached,65
9,18,12,target reached,goal_reached,66
9,19,1,target reached,goal_reached,65
9,19,2,target reached,goal_reached,66
9,19,3,target reached,goal_reached,66
9,19,4,target reached,goal_reached,65
9,19,5,target reached,goal_reached,65
9,19,6,target reached,goal_reached,68
9,19,7,target reached,goal_reached,66
9,19,8,target reached,goal_reached,68
9,19,9,target reached,goal_reached,65
9,19,10,target not reached,collision,37
9,19,11,target reached,goal_reached,72
9,19,12,target reached,goal_reached,67
9,20,1,target not reached,collision,53
9,20,2,target reached,goal_reached,67
9,20,3,target reached,goal_reached,67
9,20,4,target reached,goal_reached,65
9,20,5,target reached,goal_reached,67
9,20,6,target reached,goal_reached,66
9,20,7,target not reached,collision,49
9,20,8,target reached,goal_reached,67
9,20,9,target reached,goal_reached,70
9,20,10,target reached,goal_reached,65
9,20,11,target reached,goal_reached,66
9,20,12,target not reached,collision,50
12,1,1,target reached,goal_reached,65
12,1,2,target reached,goal_reached,65
12,1,3,target reached,goal_reached,67
12,1,4,target reached,goal_reached,66
12,1,5,target not reached,collision,37
12,1,6,target reached,goal_reached,68
12,1,7,target reached,goal_reached,67
12,1,8,target reached,goal_reached,67
12,1,9,target reached,goal_reached,66
12,1,10,target not reached,collision,34
12,1,11,target reached,goal_reached,67
12,1,12,target not reached,collision,48
12,2,1,target reached,goal_reached,66
12,2,2,target reached,goal_reached,65
12,2,3,target reached,goal_reached,66
12,2,4,target reached,goal_reached,66
12,2,5,target reached,goal_reached,66
12,2,6,target not reached,collision,46
12,2,7,target not reached,collision,51
12,2,8,target reached,goal_reached,69
12,2,9,target reached,goal_reached,67
12,2,10,target reached,goal_reached,65
12,2,11,target reached,goal_reached,65
12,2,12,target reached,goal_reached,66
12,3,1,target reached,goal_reached,66
12,3,2,target not reached,collision,38
12,3,3,target reached,goal_reached,66
12,3,4,target not reached,collision,32
12,3,5,target reached,goal_reached,65
12,3,6,target reached,goal_reached,66
12,3,7,target reached,goal_reached,67
12,3,8,target reached,goal_reached,70
12,3,9,target not reached,collision,47
12,3,10,target reached,goal_reached,66
12,3,11,target reached,goal_reached,72
12,3,12,target reached,goal_reached,66
12,4,1,target reached,goal_reached,65
12,4,2,target reached,goal_reached,65
12,4,3,target reached,goal_reached,67
12,4,4,target reached,goal_reached,66
12,4,5,target reached,goal_reached,67
12,4,6,target reached,goal_reached,66
12,4,7,target not reached,collision,17
12,4,8,target reached,goal_reached,66
12,4,9,target reached,goal_reached,66
12,4,10,target reached,goal_reached,65
12,4,11,target reached,goal_reached,66
12,4,12,target reached,goal_reached,66
12,5,1,target reached,goal_reached,65
12,5,2,target reached,goal_reached,66
12,5,3,target reached,goal_reached,65
12,5,4,target reached,goal_reached,66
12,5,5,target not reached,collision,25
12,5,6,target not reached,collision,25
12,5,7,target not reached,collision,44
12,5,8,target reached,goal_reached,66
12,5,9,target reached,goal_reached,69
12,5,10,target reached,goal_reached,65
12,5,11,target reached,goal_reached,70
12,5,12,target reached,goal_reached,66
12,6,1,target reached,goal_reached,72
12,6,2,target reached,goal_reached,66
12,6,3,target reached,goal_reached,66
12,6,4,target reached,goal_reached,66
12,6,5,target not reached,collision,38
12,6,6,target reached,goal_reached,71
12,6,7,target reached,goal_reached,67
12,6,8,target not reached,collision,49
12,6,9,target reached,goal_reached,65
12,6,10,target reached,goal_reached,65
12,6,11,target reached,goal_reached,66
12,6,12,target reached,goal_reached,65
12,7,1,target reached,goal_reached,68
12,7,2,target reached,goal_reached,67
12,7,3,target reached,goal_reached,65
12,7,4,target reached,goal_reached,66
12,7,5,target reached,goal_reached,66
12,7,6,target reached,goal_reached,66
12,7,7,target not reached,collision,36
12,7,8,target reached,goal_reached,67
12,7,9,target reached,goal_reached,66
12,7,10,target reached,goal_reached,65
12,7,11,target not reached,collision,42
12,7,12,target reached,goal_reached,67
12,8,1,target reached,goal_reached,66
12,8,2,target not reached,collision,42
12,8,3,target reached,goal_reached,65
12,8,4,target not reached,collision,31
12,8,5,target reached,goal_reached,66
12,8,6,target reached,goal_reached,66
12,8,7,target reached,goal_reached,65
12,8,8,target reached,goal_reached,67
12,8,9,target reached,goal_reached,66
12,8,10,target reached,goal_reached,67
12,8,11,target not reached,collision,41
12,8,12,target reached,goal_reached,65
12,9,1,target reached,goal_reached,67
12,9,2,target reached,goal_reached,68
12,9,3,target reached,goal_reached,65
12,9,4,target reached,goal_reached,66
12,9,5,target reached,goal_reached,68
12,9,6,target not reached,collision,53
12,9,7,target not reached,collision,51
12,9,8,target reached,goal_reached,68
12,9,9,target reached,goal_reached,65
12,9,10,target reached,goal_reached,67
12,9,11,target reached,goal_reached,68
12,9,12,target reached,goal_reached,70
12,10,1,target reached,goal_reached,66
12,10,2,target reached,goal_reached,65
12,10,3,target reached,goal_reached,67
12,10,4,target reached,goal_reached,66
12,10,5,target reached,goal_reached,67
12,10,6,target reached,goal_reached,66
12,10,7,target reached,goal_reached,68
12,10,8,target reached,goal_reached,73
12,10,9,target reached,goal_reached,67
12,10,10,target reached,goal_reached,69
12,10,11,target reached,goal_reached,71
12,10,12,target reached,goal_reached,66
12,11,1,target reached,goal_reached,65
12,11,2,target reached,goal_reached,66
12,11,3,target reached,goal_reached,65
12,11,4,target reached,goal_reached,67
12,11,5,target not reached,collision,49
12,11,6,target not reached,collision,47
12,11,7,target reached,goal_reached,67
12,11,8,target reached,goal_reached,65
12,11,9,target reached,goal_reached,67
12,11,10,target reached,goal_reached,65
12,11,11,target reached,goal_reached,71
12,11,12,target reached,goal_reached,66
12,12,1,target not reached,collision,32
12,12,2,target reached,goal_reached,65
12,12,3,target reached,goal_reached,65
12,12,4,target reached,goal_reached,67
12,12,5,target reached,goal_reached,66
12,12,6,target reached,goal_reached,65
12,12,7,target reached,goal_reached,66
12,12,8,target reached,goal_reached,67
12,12,9,target reached,goal_reached,68
12,12,10,target reached,goal_reached,65
12,12,11,target reached,goal_reached,66
12,12,12,target reached,goal_reached,72
12,13,1,target not reached,collision,19
12,13,2,target reached,goal_reached,67
12,13,3,target reached,goal_reached,65
12,13,4,target reached,goal_reached,65
12,13,5,target reached,goal_reached,65
12,13,6,target reached,goal_reached,66
12,13,7,target reached,goal_reached,68
12,13,8,target reached,goal_reached,66
12,13,9,target reached,goal_reached,69
12,13,10,target reached,goal_reached,67
12,13,11,target reached,goal_reached,73
12,13,12,target not reached,collision,19
12,14,1,target reached,goal_reached,71
12,14,2,target reached,goal_reached,65
12,14,3,target reached,goal_reached,71
12,14,4,target reached,goal_reached,66
12,14,5,target reached,goal_reached,66
12,14,6,target reached,goal_reached,65
12,14,7,target reached,goal_reached,67
12,14,8,target not reached,collision,38
12,14,9,target reached,goal_reached,67
12,14,10,target not reached,collision,15
12,14,11,target reached,goal_reached,67
12,14,12,target not reached,collision,53
12,15,1,target reached,goal_reached,66
12,15,2,target not reached,collision,30
12,15,3,target reached,goal_reached,65
12,15,4,target not reached,collision,24
12,15,5,target reached,goal_reached,66
12,15,6,target reached,goal_reached,65
12,15,7,target reached,goal_reached,67
12,15,8,target reached,goal_reached,67
12,15,9,target reached,goal_reached,65
12,15,10,target reached,goal_reached,66
12,15,11,target reached,goal_reached,68
12,15,12,target not reached,collision,41
12,16,1,target reached,goal_reached,66
12,16,2,target reached,goal_reached,65
12,16,3,target reached,goal_reached,66
12,16,4,target reached,goal_reached,65
12,16,5,target reached,goal_reached,66
12,16,6,target reached,goal_reached,69
12,16,7,target reached,goal_reached,66
12,16,8,target reached,goal_reached,69
12,16,9,target reached,goal_reached,69
12,16,10,target reached,goal_reached,66
12,16,11,target reached,goal_reached,65
12,16,12,target reached,goal_reached,69
12,17,1,target reached,goal_reached,67
12,17,2,target reached,goal_reached,66
12,17,3,target reached,goal_reached,68
12,17,4,target not reached,collision,31
12,17,5,target reached,goal_reached,66
12,17,6,target reached,goal_reached,66
12,17,7,target reached,goal_reached,66
12,17,8,target reached,goal_reached,70
12,17,9,target reached,goal_reached,65
12,17,10,target reached,goal_reached,65
12,17,11,target reached,goal_reached,68
12,17,12,target reached,goal_reached,65
12,18,1,target reached,goal_reached,66
12,18,2,target reached,goal_reached,66
12,18,3,target reached,goal_reached,66
12,18,4,target reached,goal_reached,66
12,18,5,target not reached,collision,41
12,18,6,target reached,goal_reached,66
12,18,7,target reached,goal_reached,66
12,18,8,target reached,goal_reached,70
12,18,9,target reached,goal_reached,66
12,18,10,target reached,goal_reached,66
12,18,11,target reached,goal_reached,65
12,18,12,target reached,goal_reached,66
12,19,1,target reached,goal_reached,66
12,19,2,target reached,goal_reached,66
12,19,3,target reached,goal_reached,66
12,19,4,target reached,goal_reached,65
12,19,5,target reached,goal_reached,66
12,19,6,target reached,goal_reached,68
12,19,7,target reached,goal_reached,66
12,19,8,target not reached,collision,41
12,19,9,target not reached,collision,50
12,19,10,target not reached,collision,37
12,19,11,target not reached,collision,50
12,19,12,target reached,goal_reached,67
12,20,1,target not reached,collision,53
12,20,2,target reached,goal_reached,67
12,20,3,target reached,goal_reached,67
12,20,4,target reached,goal_reached,65
12,20,5,target reached,goal_reached,67
12,20,6,target reached,goal_reached,66
12,20,7,target not reached,collision,52
12,20,8,target reached,goal_reached,66
12,20,9,target reached,goal_reached,69
12,20,10,target reached,goal_reached,65
12,20,11,target reached,goal_reached,67
12,20,12,target not reached,collision,50
15,1,1,target reached,goal_reached,67
15,1,2,target reached,goal_reached,67
15,1,3,target reached,goal_reached,67
15,1,4,target reached,goal_reached,66
15,1,5,target not reached,collision,37
15,1,6,target reached,goal_reached,68
15,1,7,target reached,goal_reached,67
15,1,8,target reached,goal_reached,67
15,1,9,target reached,goal_reached,66
15,1,10,target not reached,collision,34
15,1,11,target reached,goal_reached,79
15,1,12,target reached,goal_reached,69
15,2,1,target reached,goal_reached,65
15,2,2,target reached,goal_reached,66
15,2,3,target not reached,collision,40
15,2,4,target reached,goal_reached,66
15,2,5,target reached,goal_reached,66
15,2,6,target reached,goal_reached,67
15,2,7,target not reached,collision,51
15,2,8,target reached,goal_reached,69
15,2,9,target reached,goal_reached,67
15,2,10,target reached,goal_reached,65
15,2,11,target reached,goal_reached,66
15,2,12,target reached,goal_reached,67
15,3,1,target reached,goal_reached,66
15,3,2,target not reached,collision,38
15,3,3,target reached,goal_reached,66
15,3,4,target not reached,collision,32
15,3,5,target reached,goal_reached,65
15,3,6,target reached,goal_reached,66
15,3,7,target reached,goal_reached,68
15,3,8,target reached,goal_reached,69
15,3,9,target not reached,collision,47
15,3,10,target reached,goal_reached,66
15,3,11,target reached,goal_reached,72
15,3,12,target reached,goal_reached,66
15,4,1,target reached,goal_reached,65
15,4,2,target reached,goal_reached,67
15,4,3,target reached,goal_reached,67
15,4,4,target reached,goal_reached,65
15,4,5,target reached,goal_reached,67
15,4,6,target reached,goal_reached,66
15,4,7,target not reached,collision,17
15,4,8,target reached,goal_reached,66
15,4,9,target reached,goal_reached,66
15,4,10,target reached,goal_reached,65
15,4,11,target reached,goal_reached,66
15,4,12,target reached,goal_reached,66
15,5,1,target reached,goal_reached,65
15,5,2,target reached,goal_reached,68
15,5,3,target reached,goal_reached,65
15,5,4,target reached,goal_reached,66
15,5,5,target not reached,collision,25
15,5,6,target not reached,collision,25
15,5,7,target not reached,collision,44
15,5,8,target reached,goal_reached,66
15,5,9,target reached,goal_reached,69
15,5,10,target reached,goal_reached,66
15,5,11,target reached,goal_reached,70
15,5,12,target reached,goal_reached,67
15,6,1,target reached,goal_reached,72
15,6,2,target reached,goal_reached,66
15,6,3,target reached,goal_reached,66
15,6,4,target reached,goal_reached,66
15,6,5,target not reached,collision,38
15,6,6,target reached,goal_reached,67
15,6,7,target reached,goal_reached,67
15,6,8,target not reached,collision,50
15,6,9,target reached,goal_reached,67
15,6,10,target not reached,collision,35
15,6,11,target reached,goal_reached,66
15,6,12,target reached,goal_reached,65
15,7,1,target reached,goal_reached,68
15,7,2,target reached,goal_reached,67
15,7,3,target reached,goal_reached,67
15,7,4,target reached,goal_reached,65
15,7,5,target reached,goal_reached,66
15,7,6,target reached,goal_reached,66
15,7,7,target not reached,collision,36
15,7,8,target reached,goal_reached,67
15,7,9,target reached,goal_reached,66
15,7,10,target reached,goal_reached,65
15,7,11,target not reached,collision,42
15,7,12,target reached,goal_reached,67
15,8,1,target reached,goal_reached,66
15,8,2,target not reached,collision,42
15,8,3,target reached,goal_reached,65
15,8,4,target reached,goal_reached,67
15,8,5,target not reached,collision,51
15,8,6,target reached,goal_reached,66
15,8,7,target reached,goal_reached,65
15,8,8,target reached,goal_reached,68
15,8,9,target reached,goal_reached,66
15,8,10,target reached,goal_reached,67
15,8,11,target not reached,collision,41
15,8,12,target reached,goal_reached,65
15,9,1,target reached,goal_reached,69
15,9,2,target reached,goal_reached,68
15,9,3,target reached,goal_reached,65
15,9,4,target reached,goal_reached,66
15,9,5,target reached,goal_reached,68
15,9,6,target reached,goal_reached,66
15,9,7,target not reached,collision,56
15,9,8,target not reached,collision,36
15,9,9,target reached,goal_reached,65
15,9,10,target reached,goal_reached,69
15,9,11,target reached,goal_reached,68
15,9,12,target reached,goal_reached,69
15,10,1,target reached,goal_reached,66
15,10,2,target reached,goal_reached,65
15,10,3,target reached,goal_reached,67
15,10,4,target reached,goal_reached,66
15,10,5,target reached,goal_reached,67
15,10,6,target reached,goal_reached,66
15,10,7,target reached,goal_reached,68
15,10,8,target reached,goal_reached,73
15,10,9,target reached,goal_reached,67
15,10,10,target reached,goal_reached,69
15,10,11,target reached,goal_reached,72
15,10,12,target reached,goal_reached,67
15,11,1,target reached,goal_reached,70
15,11,2,target reached,goal_reached,65
15,11,3,target reached,goal_reached,65
15,11,4,target reached,goal_reached,67
15,11,5,target not reached,collision,49
15,11,6,target not reached,collision,47
15,11,7,target reached,goal_reached,67
15,11,8,target reached,goal_reached,65
15,11,9,target reached,goal_reached,67
15,11,10,target not reached,collision,47
15,11,11,target reached,goal_reached,71
15,11,12,target reached,goal_reached,65
15,12,1,target not reached,collision,32
15,12,2,target reached,goal_reached,65
15,12,3,target reached,goal_reached,65
15,12,4,target reached,goal_reached,67
15,12,5,target reached,goal_reached,66
15,12,6,target reached,goal_reached,66
15,12,7,target reached,goal_reached,67
15,12,8,target reached,goal_reached,67
15,12,9,target reached,goal_reached,67
15,12,10,target reached,goal_reached,65
15,12,11,target reached,goal_reached,66
15,12,12,target reached,goal_reached,72
15,13,1,target not reached,collision,19
15,13,2,target reached,goal_reached,67
15,13,3,target reached,goal_reached,66
15,13,4,target reached,goal_reached,65
15,13,5,target reached,goal_reached,66
15,13,6,target reached,goal_reached,70
15,13,7,target not reached,collision,50
15,13,8,target reached,goal_reached,66
15,13,9,target reached,goal_reached,69
15,13,10,target reached,goal_reached,67
15,13,11,target reached,goal_reached,73
15,13,12,target not reached,collision,19
15,14,1,target not reached,collision,48
15,14,2,target reached,goal_reached,66
15,14,3,target reached,goal_reached,71
15,14,4,target reached,goal_reached,66
15,14,5,target reached,goal_reached,66
15,14,6,target reached,goal_reached,65
15,14,7,target reached,goal_reached,67
15,14,8,target reached,goal_reached,68
15,14,9,target reached,goal_reached,67
15,14,10,target not reached,collision,15
15,14,11,target reached,goal_reached,67
15,14,12,target not reached,collision,52
15,15,1,target reached,goal_reached,66
15,15,2,target not reached,collision,30
15,15,3,target reached,goal_reached,65
15,15,4,target not reached,collision,24
15,15,5,target reached,goal_reached,67
15,15,6,target reached,goal_reached,65
15,15,7,target reached,goal_reached,67
15,15,8,target reached,goal_reached,70
15,15,9,target reached,goal_reached,66
15,15,10,target reached,goal_reached,66
15,15,11,target reached,goal_reached,68
15,15,12,target not reached,collision,43
15,16,1,target reached,goal_reached,66
15,16,2,target reached,goal_reached,65
15,16,3,target reached,goal_reached,69
15,16,4,target reached,goal_reached,65
15,16,5,target reached,goal_reached,66
15,16,6,target reached,goal_reached,68
15,16,7,target reached,goal_reached,66
15,16,8,target reached,goal_reached,68
15,16,9,target reached,goal_reached,69
15,16,10,target reached,goal_reached,66
15,16,11,target reached,goal_reached,65
15,16,12,target reached,goal_reached,69
15,17,1,target reached,goal_reached,68
15,17,2,target reached,goal_reached,66
15,17,3,target reached,goal_reached,69
15,17,4,target not reached,collision,31
15,17,5,target not reached,collision,52
15,17,6,target reached,goal_reached,68
15,17,7,target reached,goal_reached,65
15,17,8,target reached,goal_reached,68
15,17,9,target reached,goal_reached,65
15,17,10,target reached,goal_reached,65
15,17,11,target reached,goal_reached,68
15,17,12,target reached,goal_reached,65
15,18,1,target reached,goal_reached,66
15,18,2,target reached,goal_reached,66
15,18,3,target reached,goal_reached,66
15,18,4,target reached,goal_reached,66
15,18,5,target not reached,collision,41
15,18,6,target reached,goal_reached,66
15,18,7,target reached,goal_reached,66
15,18,8,target reached,goal_reached,69
15,18,9,target not reached,collision,22
15,18,10,target reached,goal_reached,66
15,18,11,target reached,goal_reached,65
15,18,12,target reached,goal_reached,66
15,19,1,target not reached,collision,32
15,19,2,target reached,goal_reached,66
15,19,3,target not reached,collision,24
15,19,4,target reached,goal_reached,65
15,19,5,target reached,goal_reached,66
15,19,6,target not reached,collision,36
15,19,7,target reached,goal_reached,66
15,19,8,target not reached,collision,41
15,19,9,target not reached,collision,50
15,19,10,target not reached,collision,37
15,19,11,target not reached,collision,50
15,19,12,target reached,goal_reached,67
15,20,1,target not reached,collision,53
15,20,2,target reached,goal_reached,67
15,20,3,target reached,goal_reached,67
15,20,4,target reached,goal_reached,65
15,20,5,target reached,goal_reached,67
15,20,6,target reached,goal_reached,66
15,20,7,target reached,goal_reached,69
15,20,8,target reached,goal_reached,78
15,20,9,target not reached,collision,43
15,20,10,target reached,goal_reached,65
15,20,11,target reached,goal_reached,69
15,20,12,target reached,goal_reached,69
